"subject","activity","operation","measurement","value"
"1819",4,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0930128180759259
"1820",4,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.08943006108
"1821",4,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.061824850625
"1822",4,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0726905278583333
"1823",4,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0704025952333333
"1824",4,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0859471683596154
"1825",5,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0798709596153846
"1826",5,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0835484079545455
"1827",5,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.050987505
"1828",5,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0690135249642857
"1829",5,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0707805998787234
"1830",5,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.117195551802128
"1831",6,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.107218315054386
"1832",6,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0899083302550909
"1833",6,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0589823639438597
"1834",6,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0744462466
"1835",6,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0341782208604167
"1836",6,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0518981989072549
"1837",7,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.133605695057692
"1838",7,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.03361196465625
"1839",7,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0774336443396226
"1840",7,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0837113724842105
"1841",7,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.049717460606383
"1842",7,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.00247161973
"1843",8,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0891374138592593
"1844",8,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0955089236521739
"1845",8,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0280117633814815
"1846",8,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.095791790535
"1847",8,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0500760173342105
"1848",8,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.204205356087805
"1849",9,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.15890291983
"1850",9,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.04142711812
"1851",9,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.060810158296
"1852",9,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0625598710615385
"1853",9,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0712598843142857
"1854",9,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0412587909579592
"1855",10,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0770325657265517
"1856",10,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0679993598888889
"1857",10,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0876820486363636
"1858",10,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0819540783760943
"1859",10,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.106742538831579
"1860",10,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0954600216446809
"1861",11,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.041559989822807
"1862",11,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0755284478679245
"1863",11,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0765465041914894
"1864",11,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0705104974254237
"1865",11,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0262775345369565
"1866",11,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0566928808703704
"1867",12,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0835537350333333
"1868",12,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0751980398235294
"1869",12,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0700083750360656
"1870",12,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.03442910782
"1871",12,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0427336692521739
"1872",12,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0411314519307692
"1873",13,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0966250701451613
"1874",13,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0902687401836735
"1875",13,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0753205243684211
"1876",13,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0798472502663158
"1877",13,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0237205719148936
"1878",13,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",0.00381966911090909
"1879",14,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.153423807745098
"1880",14,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0713478280925926
"1881",14,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.05581088271
"1882",14,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0829682847966102
"1883",14,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0945288409066667
"1884",14,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.123499570044444
"1885",15,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0619700871944444
"1886",15,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0803428762830509
"1887",15,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0659637517169811
"1888",15,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.06124278833
"1889",15,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0346755727619048
"1890",15,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.154721289270833
"1891",16,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.113675060885714
"1892",16,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0574525433043478
"1893",16,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.068667733
"1894",16,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0695955689607843
"1895",16,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.068264792706383
"1896",16,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0486136789705882
"1897",17,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0944580192535211
"1898",17,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0669245931234375
"1899",17,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0770632126371795
"1900",17,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0839773343770492
"1901",17,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.123517195928261
"1902",17,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0548455941370417
"1903",18,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0837587308153846
"1904",18,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0685796341105263
"1905",18,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0732260127945206
"1906",18,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0613727362975
"1907",18,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0636214336761818
"1908",18,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0526133819862069
"1909",19,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0952628014096386
"1910",19,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0520207886438356
"1911",19,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0631429827260274
"1912",19,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0751569333730769
"1913",19,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",0.0274707556666667
"1914",19,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.134514320575
"1915",20,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0954899626029412
"1916",20,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0650689347121212
"1917",20,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0698308923617808
"1918",20,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.074105054612549
"1919",20,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",0.0139023395111111
"1920",20,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.174650964745098
"1921",21,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.113800486377778
"1922",21,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0653077503317647
"1923",21,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0738115865407865
"1924",21,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0590294439942308
"1925",21,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",0.0162145300888889
"1926",21,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.155622431382979
"1927",22,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.09257231175
"1928",22,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0793617444354839
"1929",22,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0690067688269841
"1930",22,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0960880731804348
"1931",22,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0697154455833333
"1932",22,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.181458414495238
"1933",23,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.105052917
"1934",23,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0684325551029412
"1935",23,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0652264793213235
"1936",23,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0640197920966102
"1937",23,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0853077464277778
"1938",23,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.111564389137255
"1939",24,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0955538053611111
"1940",24,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0750132697044118
"1941",24,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0692546674492754
"1942",24,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0658435879913793
"1943",24,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0542300245127273
"1944",24,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.105932947294915
"1945",25,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0716401726150685
"1946",25,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0748002714615385
"1947",25,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0698876853378378
"1948",25,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0820768065347297
"1949",25,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.101115076366897
"1950",25,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.109437658104615
"1951",26,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0903229228815789
"1952",26,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0840648503320513
"1953",26,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0731385762635135
"1954",26,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0841507651508475
"1955",26,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.1003822042168
"1956",26,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0657601804418182
"1957",27,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0957839566891892
"1958",27,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0797345645214286
"1959",27,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.067507120075
"1960",27,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0365348163649123
"1961",27,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0163131590545455
"1962",27,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",0.00212499391686275
"1963",28,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.097448733725
"1964",28,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0673943850555556
"1965",28,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0739001646962025
"1966",28,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0172822168012963
"1967",28,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",0.00710564286763044
"1968",28,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",0.0212250958019608
"1969",29,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0761814357028986
"1970",29,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.0755797672133333
"1971",29,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0721060679123077
"1972",29,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.081960153154717
"1973",29,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0851045889895833
"1974",29,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.152328112210204
"1975",30,"LAYING","Mean","timeDependentBodyGyroscopeYaxis",-0.0761476351714286
"1976",30,"SITTING","Mean","timeDependentBodyGyroscopeYaxis",-0.074353558416129
"1977",30,"STANDING","Mean","timeDependentBodyGyroscopeYaxis",-0.0670334379830509
"1978",30,"WALKING","Mean","timeDependentBodyGyroscopeYaxis",-0.0649170927338462
"1979",30,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0693112411951613
"1980",30,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeYaxis",-0.0779606464676923
"1981",1,"LAYING","Mean","timeDependentBodyGyroscopeZaxis",0.14868943626
"1982",1,"SITTING","Mean","timeDependentBodyGyroscopeZaxis",0.0629313811914894
"1983",1,"STANDING","Mean","timeDependentBodyGyroscopeZaxis",0.074800751
"1984",1,"WALKING","Mean","timeDependentBodyGyroscopeZaxis",0.0849448173042105
"1985",1,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.0900850142030612
"1986",1,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.0583595463981132
"1987",2,"LAYING","Mean","timeDependentBodyGyroscopeZaxis",0.144882846104167
"1988",2,"SITTING","Mean","timeDependentBodyGyroscopeZaxis",0.0412277462173913
"1989",2,"STANDING","Mean","timeDependentBodyGyroscopeZaxis",0.0878351695481481
"1990",2,"WALKING","Mean","timeDependentBodyGyroscopeZaxis",0.0828336633220339
"1991",2,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.097173808906383
"1992",2,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.0688374021666667
"1993",3,"LAYING","Mean","timeDependentBodyGyroscopeZaxis",0.137999561112903
"1994",3,"SITTING","Mean","timeDependentBodyGyroscopeZaxis",0.0940113975530769
"1995",3,"STANDING","Mean","timeDependentBodyGyroscopeZaxis",0.0665262054098361
"1996",3,"WALKING","Mean","timeDependentBodyGyroscopeZaxis",0.0813485942827586
"1997",3,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.123826738353061
"1998",3,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.0215603697
"1999",4,"LAYING","Mean","timeDependentBodyGyroscopeZaxis",0.169720404092593
"2000",4,"SITTING","Mean","timeDependentBodyGyroscopeZaxis",0.10115033478
"2001",4,"STANDING","Mean","timeDependentBodyGyroscopeZaxis",0.0755636430892857
"2002",4,"WALKING","Mean","timeDependentBodyGyroscopeZaxis",0.0805677161216667
"2003",4,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.05926394948
"2004",4,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.0843753843384615
"2005",5,"LAYING","Mean","timeDependentBodyGyroscopeZaxis",0.159894366942308
"2006",5,"SITTING","Mean","timeDependentBodyGyroscopeZaxis",0.0823934451590909
"2007",5,"STANDING","Mean","timeDependentBodyGyroscopeZaxis",0.0690945763946429
"2008",5,"WALKING","Mean","timeDependentBodyGyroscopeZaxis",0.0815435495892857
"2009",5,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.0806559989574468
"2010",5,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.0424442819489362
"2011",6,"LAYING","Mean","timeDependentBodyGyroscopeZaxis",0.179102058245614
"2012",6,"SITTING","Mean","timeDependentBodyGyroscopeZaxis",0.0854346006181818
"2013",6,"STANDING","Mean","timeDependentBodyGyroscopeZaxis",0.0767394745964912
"2014",6,"WALKING","Mean","timeDependentBodyGyroscopeZaxis",0.0838808799280702
"2015",6,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.0870012595210417
"2016",6,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.0664234025976471
"2017",7,"LAYING","Mean","timeDependentBodyGyroscopeZaxis",0.155920029769231
"2018",7,"SITTING","Mean","timeDependentBodyGyroscopeZaxis",0.0259476655145833
"2019",7,"STANDING","Mean","timeDependentBodyGyroscopeZaxis",0.0851045000566038
"2020",7,"WALKING","Mean","timeDependentBodyGyroscopeZaxis",0.0641104602035088
"2021",7,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.116894769042766
"2022",7,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.139217071509804
"2023",8,"LAYING","Mean","timeDependentBodyGyroscopeZaxis",0.13818830737037
"2024",8,"SITTING","Mean","timeDependentBodyGyroscopeZaxis",0.0716048809782609
"2025",8,"STANDING","Mean","timeDependentBodyGyroscopeZaxis",0.063688907
"2026",8,"WALKING","Mean","timeDependentBodyGyroscopeZaxis",0.0509657915395833
"2027",8,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.114143855152368
"2028",8,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",-0.0724546025804878
"2029",9,"LAYING","Mean","timeDependentBodyGyroscopeZaxis",0.101275010682
"2030",9,"SITTING","Mean","timeDependentBodyGyroscopeZaxis",0.0807919285908
"2031",9,"STANDING","Mean","timeDependentBodyGyroscopeZaxis",0.0992409332222222
"2032",9,"WALKING","Mean","timeDependentBodyGyroscopeZaxis",0.111629779896154
"2033",9,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.116804400690476
"2034",9,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.14569462592449
"2035",10,"LAYING","Mean","timeDependentBodyGyroscopeZaxis",0.104720478344828
"2036",10,"SITTING","Mean","timeDependentBodyGyroscopeZaxis",0.0745958869444444
"2037",10,"STANDING","Mean","timeDependentBodyGyroscopeZaxis",0.103251560681818
"2038",10,"WALKING","Mean","timeDependentBodyGyroscopeZaxis",0.0986695731160377
"2039",10,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.0724433685578947
"2040",10,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.0879664182957447
"2041",11,"LAYING","Mean","timeDependentBodyGyroscopeZaxis",0.152019015929825
"2042",11,"SITTING","Mean","timeDependentBodyGyroscopeZaxis",0.0761739419056604
"2043",11,"STANDING","Mean","timeDependentBodyGyroscopeZaxis",0.0810588216170213
"2044",11,"WALKING","Mean","timeDependentBodyGyroscopeZaxis",0.0843744495507542
"2045",11,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.057524457376087
"2046",11,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.0638054379968518
"2047",12,"LAYING","Mean","timeDependentBodyGyroscopeZaxis",0.14519184795
"2048",12,"SITTING","Mean","timeDependentBodyGyroscopeZaxis",0.0728462158235294
"2049",12,"STANDING","Mean","timeDependentBodyGyroscopeZaxis",0.074256819
"2050",12,"WALKING","Mean","timeDependentBodyGyroscopeZaxis",0.0999739123004
"2051",12,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.0895434978391304
"2052",12,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.0898022757730769
"2053",13,"LAYING","Mean","timeDependentBodyGyroscopeZaxis",0.117819614790323
"2054",13,"SITTING","Mean","timeDependentBodyGyroscopeZaxis",0.0823432026610204
"2055",13,"STANDING","Mean","timeDependentBodyGyroscopeZaxis",0.085471246877193
"2056",13,"WALKING","Mean","timeDependentBodyGyroscopeZaxis",0.0784205641252632
"2057",13,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.111284239655957
"2058",13,"WALKING_UPSTAIRS","Mean","timeDependentBodyGyroscopeZaxis",0.116679563256364
"2059",14,"LAYING","Mean","timeDependentBodyGyroscopeZaxis",0.149124058235294
